# 词组读音,只收「读音异于逐字默认」的条目 —— 那正是修多音字需要的。
# 从 pypinyin 的 large_pinyin 导出(参考实现用的同一份),勿手改。
㞎㞎	ba3 ba5
假假地	jia3 jia3 de5
假别	jia4 bie2
假发	jia3 fa4
假子	jia3 zi3
假定地	jia3 deng5 de5
假局子	jia3 ju2 zi3
假批子	jia3 pi1 zi3
假撇欠	jia3 pie3 qian4
假日	jia4 ri4
假日经济	jia4 ri4 jing1 ji4
假期	jia4 qi1
假条	jia4 tiao2
假正经地	jia3 zheng4 jing1 de5
假相国	jia3 xiang4 guo2
假笑地	jia3 xiao4 de5
假腥腥地	jia3 xing1 xing1 de5
假节侯	jia3 jie2 hou4
假芫茜	jia3 yuan2 qian4
假藉	jia3 jie4
假装地	jia3 zhuang1 de5
假设地	jia3 she4 de5
偈偈	jie2 jie2
偈子	ji4 zi3
偎干就湿	wei1 gan1 jiu4 shi1
偏为	pian1 wei2
偏侯	pian1 hou4
偏倒	pian1 dao3
偏偏倒倒	pian1 pian1 dao3 dao3
偏僻地	pian1 pi4 de5
偏将	pian1 jiang4
偏巧地	pian1 qiao3 de5
偏差	pian1 cha1
偏差距离	pian1 cha1 ju4 li2
偏得	pian1 de5
偏心地	pian1 xin1 de5
偏心眼儿	pian1 xin1 yan3 er5
偏拗	pian1 niu4
偏曲	pian1 qu3
偏柎	pian1 fu4
偏欹	pian1 qi1
偏爱地	pian1 ai4 de5
偏袒地	pian1 tan3 de5
偏裨	pian1 pi2
偏载	pian1 zai3
偏长	pian1 chang2
偏闇	pian1 an1
偏颇	pian1 po1
做一路	zuo4 yi2 lu4
做不是的	zuo4 bu2 shi4 de5
做为	zuo4 wei2
做什	zuo4 shi2
做什么	zuo4 shi2 mo3
做伴儿	zuo4 ban4 er5
做佛事	zuo4 fo2 shi4
做作	zuo4 zuo5
做作地	zuo4 zuo4 de5
做作地说	zuo4 zuo4 de5 shuo1
做功夫	zuo4 gong1 fu5
做处	zuo4 chu3
做头发	zuo4 tou2 fa4
做工夫	zuo4 gong1 fu5
做木头	zuo4 mu4 tou5
做模样	zuo4 mu2 yang4
做法人地	zuo4 fa3 ren2 de5
做法子	zuo4 fa3 zi3
做活儿	zuo4 huo2 er5
做脚色	zuo4 jue2 se4
停不停地	ting2 bu4 ting2 de5
停儅	ting2 dang1
停妻娶妻	ting2 qi4 qu3 qi1
停当	ting2 dang4
停泊	ting2 bo2
停滞地	ting2 zhi4 de5
停潦	ting2 liao2
停车位置	ting2 che1 wei4 zhi5
偞卑	ye4 bei1
健仆	jian4 pu2
健倒	jian4 dao3
健全地	jian4 quan2 de5
健壮地	jian4 zhuang4 de5
健将	jian4 jiang4
健康地	jian4 kang1 de5
健忘地	jian4 wang4 de5
健鹘	jian4 hu2
偪剥	bi1 bao1
偪勒	bi1 le4
偶一为之	ou3 yi1 wei2 zhi1
偶像包袱	ou3 xiang4 bao1 fu5
偶发地	ou3 fa1 de5
偶尔地	ou3 er3 de5
偶然地	ou3 ran2 de5
偶联反应	ou3 lian2 fan3 ying4
偷偷地	tou1 tou1 de5
偷偷地做	tou1 tou1 de5 zuo4
偷偷地哭	tou1 tou1 de5 ku1
偷偷地将	tou1 tou1 de5 jiang1
偷偷地看	tou1 tou1 de5 kan4
偷偷地笑	tou1 tou1 de5 xiao4
偷偷地走	tou1 tou1 de5 zou3
偷嫷	tou1 duo4
偷懒地	tou1 lan3 de5
偷曲	tou1 qu3
偷空	tou1 kong4
偷窃癖地	tou1 qie4 pi3 de5
偷长	tou1 chang2
偷鸡不着	tou1 ji1 bu4 zhao2
偻㑩	lou2 luo5
偻俯	lv3 fu3
偻偻	lv3 lv3
偻句	lv3 ju4
偻垢	lv3 gou4
偻指	lv3 zhi3
偻数	lv3 shu4
偻步	lv3 bu4
偻罗	lv3 luo2
偻翣	lv3 sha4
偻背	lv3 bei4
偻行	lv3 xing2
偻身	lv3 shen1
偾仆	fen4 pu2
偾蹶	fen4 jue3
偿还	chang2 huan2
傀儡	kui3 lei3
傀儡场	kui3 lei3 chang3
傀儡子	kui3 lei3 zi3
傀儡戏	kui3 lei3 xi4
傀儡政权	kui3 lei3 zheng4 quan2
傀儡棚	kui3 lei3 peng2
傋霿	gou4 meng2
傍偟	pang2 huang2
傍傍	pang2 pang2
傍家儿	bang4 jia1 er5
傍州	pang2 zhou1
傍州例	pang2 zhou1 li4
傍戟	pang2 ji3
傍舍	bang4 she4
傍若无人	pang2 ruo4 wu2 ren2
傍角儿	bang4 jue2 er2
傎倒	dian1 dao3
傔仆	qian4 pu2
傛傛	rong2 rong2
傛华	rong2 hua2
傝茸	ta4 rong2
傧相	bin1 xiang4
储供	chu3 gong4
储天子	chu3 tian1 zi3
储歭	chu3 zhi4
储蓄银行	chu3 xu4 yin2 hang2
催切	cui1 qie1
催化地	cui1 hua4 de5
催吐	cui1 tu4
催更	cui1 geng1
催眠地	cui1 mian2 de5
催眠曲	cui1 mian2 qu3
催逼地	cui1 bi1 de5
傲兀	ao4 wu1
傲囋	ao4 zan4
傲慢地	ao4 man4 de5
傲撇	ao4 pie3
傲然地	ao4 ran2 de5
傻傻地	sha3 sha3 de5
傻劲儿	sha3 jin4 er5
傻呆呆地	sha3 dai1 dai1 de5
傻呵呵地	sha3 he1 he1 de5
傻地	sha3 de5
傻大个儿	sha3 da4 ge4 er5
傻帽儿	sha3 mao4 er5
傻楞楞	sha3 leng4 leng4
傻瓜相机	sha3 gua1 xiang4 ji1
傻眉楞眼	sha3 mei2 leng4 yan3
傻笑地	sha3 xiao4 de5
傻里傻气	sha3 li5 sha3 qi4
僆子	lian2 zi3
僈楛	man4 ku3
像人地	xiang4 ren2 de5
像似	xiang4 si4
像差	xiang4 cha1
像帝王地	xiang4 de5 wang2 de5
像幻影地	xiang4 huan4 ying3 de5
像煞	xiang4 sha4
像蔷薇地	xiang4 qiang2 wei1 de5
像软木地	xiang4 ruan3 mu4 de5
像软片地	xiang4 ruan3 pian4 de5
像骑士地	xiang4 qi2 shi4 de5
僓僓	tui2 tui2
僔沓	zun3 ta4
僚仆	liao2 pu2
僦舍	jiu4 she4
僦载	jiu4 zai3
僧伽	seng1 qie2
僧伽像	seng1 jia1 xiang4
僧伽帽	seng1 jia1 mao4
僧伽彼	seng1 jia1 bi3
僧伽梨	seng1 qie2 li2
僧伽棃	seng1 jia1 li2
僧伽罗人	seng1 jia1 luo2 ren2
僧伽罗磨	seng1 jia1 luo2 mo2
僧伽胝	seng1 jia1 zhi1
僧伽蓝	seng1 qie2 lan2
僧供	seng1 gong4
僧侣地	seng1 lv3 de5
僧舍	seng1 she4
僪佹	yu4 gui3
僪狂	yu4 kuang2
僬侥	jiao1 yao2
僭嫚	jian4 man4
僭忒	jian4 tui1
僭肖	jian4 xiao1
僭越地	jian4 yue4 de5
僮仆	tong2 pu2
僮子	tong2 zi3
僮族	zhuang4 zu2
僵尸粉	jiang1 shi3 fen3
僵硬地	jiang1 ying4 de5
僶俛	min3 mian3
僻处	pi4 chu3
儆切	jing3 qie1
儆省	jing3 xing3
儋石之储	dan4 shi2 zhi1 chu3
儒将	ru2 jiang4
儒艮	ru2 gen4
儿女亲家	er2 nv3 qing4 jia1
儿女子	er2 nv3 zi3
儿女子语	er2 nv3 zi3 yu3
儿女情长	er2 nv3 qing2 chang2
儿女成行	er2 nv3 cheng2 hang2
儿媳妇	er2 xi2 fu5
儿童片	er2 tong2 pian1
兀兀	wu1 wu1
兀兀淘淘	wu1 wu1 tao2 tao2
兀兀腾腾	wu1 wu1 teng2 teng2
兀兀陶陶	wu1 wu1 tao2 tao2
兀剌	wu1 la4
兀剌赤	wu1 la4 chi4
兀卒	wu1 zu2
兀地奴	wu1 di4 nu2
兀奡	wu1 ao4
兀子	wu1 zi3
兀尔	wu1 er3
兀岸	wu1 an4
兀底	wu1 di3
兀底律	wu1 di3 lv4
兀得	wu1 de5
兀斜	wu1 xie2
兀日	wu1 ri4
兀楞楞	wu1 leng4 leng4
兀硉	wu1 lu4
兀秃	wu1 tu1
兀者	wu1 zhe3
兀良	wu1 liang2
兀谁	wu1 shui2
兀赤	wu1 chi4
兀那	wu1 na4
兀颜	wu1 yan2
兀首	wu1 shou3
允切	yun3 qie1
允当	yun3 dang4
元侯	yuan2 hou4
元好问	yuan2 hao4 wen4
元子	yuan2 zi3
元宵子	yuan2 xiao1 zi3
元才子	yuan2 cai2 zi3
元曲	yuan2 qu3
元真子	yuan2 zhen1 zi3
元遶	yuan2 rao3
元钥	yuan2 yue4
元长	yuan2 chang2
元长乡	yuan2 chang2 xiang1
元隽	yuan2 jun4
兄弟似地	xiong1 de5 shi4 de5
兄弟般地	xiong1 de5 ban1 de5
充份地	chong1 fen4 de5
充倔	chong1 jue4
充军地	chong1 jun1 de5
充分	chong1 fen4
充分地	chong1 fen4 de5
充分就业	chong1 fen4 jiu4 ye4
充分考虑	chong1 fen4 kao3 lv4
充咽	chong1 yan1
充塞	chong1 se4
充应	chong1 ying4
充气地	chong1 qi4 de5
充沛地	chong1 pei4 de5
充满地	chong1 man3 de5
充甸网	chong1 dian4 wang3
充类至尽	chong1 lei4 zhi4 jin4
充裕地	chong1 yu4 de5
充足地	chong1 zu2 de5
充闾之庆	chong1 lv3 zhi1 qing4
兆头	zhao4 tou5
兆电子伏	zhao4 dian4 zi3 fu2
兆载永劫	zhao4 zai3 yong3 jie2
兆长	zhao4 chang2
先代所美	xian5 dai5 shuo5 mei5
先入为主	xian1 ru4 wei2 zhu3
先前地	xian1 qian2 de5
先君子	xian1 jun1 zi3
先大夫	xian1 dai4 fu1
先天地	xian1 tian1 de5
先夫子	xian1 fu1 zi3
先子	xian1 zi3
先我着鞭	xian1 wo3 zhuo2 bian1
先王之乐	xian1 wang2 zhi1 yue4
先生	xian1 sheng5
先着	xian1 zhao1
先睹为快	xian1 du3 wei2 kuai4
先约略地	xian1 yue1 lve4 de5
先自隗始	xian1 zi4 wei3 shi3
先覩为快	xian1 du3 wei2 kuai4
先零	xian1 lian2
光亮地	guang1 liang4 de5
光头地	guang1 tou2 de5
光子	guang1 zi3
光学地	guang1 xue2 de5
光学玻璃	guang1 xue2 bo1 li5
光应	guang1 ying4
光彩地	guang1 cai3 de5
光感应	guang1 gan3 ying4
光明地	guang1 ming2 de5
光晃	guang1 huang4
光晃晃	guang1 huang4 huang3
光晕	guang1 yun4
光杆	guang1 gan3
光杆儿	guang1 gan3 er2
光栅	guang1 shan1
光波长	guang1 bo1 chang2
光泽地	guang1 ze2 de5
光电子	guang1 dian4 zi3
光电效应	guang1 dian4 xiao4 ying4
光禄大夫	guang1 lu4 dai4 fu5
光荣地	guang1 rong2 de5
光被	guang1 pi1
光赤净杆	guang1 chi4 jing4 gan3
光趟	guang1 cheng1
光身地	guang1 shen1 de5
光阴似箭	guang1 yin1 si4 jian4
克什	ke4 shi2
克什克腾	ke4 shi2 ke4 teng2
克什米尔	ke4 shi2 mi3 er3
克仑特罗	ke4 lun2 te4 luo1
克分子	ke4 fen1 zi3
克剥	ke4 bao1
克勒	ke4 le4
克厌	ke4 ya1
克孜勒	ke4 zi1 le4
克孜勒苏	ke4 zi1 le4 su1
克家子	ke4 jia1 zi3
克尽	ke4 jin4
克尽厥职	ke4 jin4 jue2 zhi2
克尽职守	ke4 jin4 zhi2 shou3
克已地	ke4 yi3 de5
克耶族	ke4 ye1 zu2
克耶邦	ke4 ye1 bang1
克肖	ke4 xiao1
克荷	ke4 he4
克莱斯勒	ke4 lai2 si1 le4
克蕾儿	ke4 lei3 er5
克薄	ke4 bo2
克诘	ke4 jie2
克长	ke4 chang2
免丁由子	mian3 ding1 you2 zi3
免不了	mian3 bu4 liao3
免得	mian3 de5
免服	wen4 fu2
免疫反应	mian3 yi4 fan3 ying4
免疫应答	mian3 yi4 ying4 da2
免税地	mian3 shui4 de5
免袒	wen4 tan3
免费地	mian3 fei4 de5
免除处罚	mian3 chu2 chu3 fa2
免麻	wen4 ma2
兑子	dui4 zi3
兔丝子	tu4 si1 zi3
兔死凫举	tu3 si3 fu2 ju3
兔起凫举	tu3 qi3 fu2 ju3
兔起鹘落	tu4 qi3 hu2 luo4
兔鹘	tu4 hu2
党参	dang3 shen1
党派性地	dang3 pai4 xing4 de5
党豺为虐	dang3 chai2 wei2 nve4
兜儿	dou1 er5
兜兜	dou1 dou5
兜子	dou1 zi3
兜得转	dou1 de5 zhuan3
兜牟	dou1 mu4
兜率	dou1 shuai4
兜率天	dou1 shuai4 tian1
兜率宫	dou1 shuai4 gong1
兜肚连肠	dou1 du3 lian2 chang2
入味儿	ru4 wei4 er5
入土为安	ru4 tu2 wei2 an1
入子	ru4 zi3
入孝出弟	ru4 xiao4 chu1 ti4
入室弟子	ru4 shi4 di4 zi3
入室操戈	ru4 shi3 cao1 ge1
入时地	ru4 shi2 de5
入理切情	ru4 li3 qie1 qing2
入相	ru4 xiang4
入神地	ru4 shen2 de5
入舍	ru4 she4
入行	ru4 hang2
入门杖子	ru4 men2 zhang4 zi3
全乎	quan2 hu5
全体地	quan2 ti3 de5
全供	quan2 gong4
全军覆没	quan2 jun1 fu4 mo4
全力地	quan2 li4 de5
全功尽弃	quan2 gong1 jin4 qi4
全卦子	quan2 gua4 zi3
全地	quan2 de5
全挂子	quan2 gua4 zi3
全方位地	quan2 fang1 wei4 de5
全景式地	quan2 jing3 shi4 de5
全武行	quan2 wu3 hang2
全然地	quan2 ran2 de5
全能冠军	quan2 neng2 guan4 jun1
全能地	quan2 neng2 de5
全裂地	quan2 lie4 de5
全诘	quan2 jie2
全身地	quan2 shen1 de5
全身心地	quan2 shen1 xin1 de5
全速地	quan2 su4 de5
全部地	quan2 bu4 de5
全长	quan2 chang2
全长地	quan2 zhang3 de5
全面地	quan2 mian4 de5
全面地看	quan2 mian4 de5 kan4
八一起义	ba1 yi4 qi3 yi4
八一通粉	ba1 yi1 tong4 fen3
八倍地	ba1 bei4 de5
八倒	ba1 dao3
八六子	ba1 liu4 zi3
八千卷楼	ba1 qian1 juan4 lou2
八千子弟	ba1 qian1 zi3 di4
八君子	ba1 jun1 zi3
八哥儿	ba1 ge1 er5
八大人觉	ba1 da4 ren5 jue2
八大王	ba1 dai4 wang2
八大胡同	ba1 da4 hu2 tong4
八子	ba1 zi3
八子七婿	ba1 zi3 qi1 xu4
八字帖	ba1 zi4 tie4
八字帖儿	ba1 zi4 tie3 er2
八家将	ba1 jia1 jiang4
八斗	ba1 dou3
八斗之才	ba1 dou3 zhi1 cai2
八斗才	ba1 dou3 cai2
八斗陈思	ba1 dou3 chen2 si1
八方呼应	ba1 fang1 hu1 ying4
八旗都统	ba1 qi2 du1 tong3
八更	ba1 geng1
八棒十挟	ba1 bang4 shi2 jia1
八煞	ba1 sha4
八爪鱼	ba1 zhua3 yu2
八瓣子	ba1 ban4 zi3
八相成道	ba1 xiang4 cheng2 dao4
八石	ba1 dan4
八股地	ba1 gu3 de5
八舍	ba1 she4
八行	ba1 hang2
八行书	ba1 hang2 shu1
八行纸	ba1 hang2 zhi3
八角形地	ba1 jiao3 xing2 de5
八重奏	ba1 chong2 zou4
八难	ba1 nan4
八难三灾	ba1 nan4 san1 zai1
八面张罗	ba1 mian4 zhang1 luo5
八音子	ba1 yin1 zi3
八风曲	ba1 feng1 qu3
公仆	gong1 pu2
公假	gong1 jia4
公公	gong1 gong5
公共假期	gong1 gong4 jia4 qi1
公共地	gong1 gong4 de5
公共积累	gong1 gong4 ji1 lei3
公冶长	gong1 ye3 chang2
公分子	gong1 fen1 zi3
公切线	gong1 qie1 xian4
公务上地	gong1 wu4 shang4 de5
公古哩	gong1 gu3 li3
公合	gong1 ge3
公因子	gong1 yin1 zi3
公大夫	gong1 dai4 fu1
公姥	gong1 mu3
公子	gong1 zi3
公子哥儿	gong1 zi3 ge1 er5
公子家	gong1 zi3 jia1
公子王孙	gong1 zi3 wang2 sun1
公差	gong1 chai1
公平地	gong1 ping2 de5
公平地说	gong1 ping2 de5 shuo1
公开地	gong1 kai1 de5
公开地讲	gong1 kai1 de5 jiang3
公开地说	gong1 kai1 de5 shuo1
公斗	gong1 dou3
公族大夫	gong1 zu2 dai4 fu1
公正不阿	gong1 zheng4 bu4 e1
公正地	gong1 zheng4 de5
公正地说	gong1 zheng4 de5 shuo1
公然地	gong1 ran2 de5
公理地	gong1 li3 de5
公石	gong1 dan4
公羊传	gong1 yang2 zhuan4
公羊子	gong1 yang2 zi3
公舍	gong1 she4
公裳	gong1 chang2
公认地	gong1 ren4 de5
公诸同好	gong1 zhu1 tong2 hao4
公转	gong1 zhuan4
六丁黑煞	liu4 ding1 hei1 sha4
六十甲子	liu4 shi2 jia3 zi3
六合区	lu4 he2 qu1
六君子	liu4 jun1 zi3
六子	liu4 zi3
六安	lu4 an1
六安地区	lu4 an1 di4 qu1
六安市	lu4 an1 shi4
六安茶	lu4 an1 cha2
六将军	liu4 jiang4 jun1
六峜	liu4 fa3
六才子书	liu4 cai2 zi3 shu1
六更	liu4 geng1
六服	liu4 fu4
六枝子	liu4 zhi1 zi3
六枝特区	lu4 zhi1 te4 qu1
六点儿	liu4 dian3 er5
六石弓	liu4 dan4 gong1
六艺经传	liu4 yi4 jing1 zhuan4
六行	liu4 hang2
六齐	liu4 ji4
兰子	lan2 zi3
兰掖	lan2 ye4
兰桡	lan2 nao2
兰臭	lan2 xiu4
兰苕	lan2 tiao2
兰若	lan2 re3
兰裓	lan2 jie1
兰锜	lan2 yi3
共为唇齿	gong4 wei2 chun2 chi3
共事务地	gong4 shi4 wu4 de5
共同地	gong4 tong2 de5
共处	gong4 chu3
共有地	gong4 you3 de5
共鸣地	gong4 ming2 de5
关东出相	guan1 dong1 chu1 xiang4
关云长	guan1 yun2 chang2
关侯	guan1 hou4
关切地	guan1 qie4 de5
关切地问	guan1 qie4 de5 wen4
关卡	guan1 qia3
关堡	guan1 pu4
关塞	guan1 sai4
关壮缪	guan1 zhuang4 miu4
关夫子	guan1 fu1 zi3
关应	guan1 ying4
关心地问	guan1 xin1 de5 wen4
关捩子	guan1 lie4 zi3
关揵	guan1 jian4
关棙子	guan1 li4 zi3
关毂	guan1 gu1
关煞	guan1 sha4
关系地	guan1 xi4 de5
关系词地	guan1 xi4 ci2 de5
关西出将	guan1 xi1 chu1 jiang4
关西孔子	guan1 xi1 kong3 zi3
关钥	guan1 yue4
关门弟子	guan1 men2 di4 zi3
兴业银行	xing1 ye4 yin2 hang2
兴为	xing1 wei2
兴仆	xing1 pu2
兴会	xing4 hui4
兴会淋漓	xing4 hui4 lin2 li2
兴兴头头	xing1 xing4 tou5 tou2
兴冲冲地	xing1 chong1 chong1 de5
兴味	xing4 wei4
兴味索然	xing4 wei4 suo3 ran2
兴头	xing4 tou5
兴头儿上	xing4 tou5 er5 shang4
兴头话	xing4 tou5 hua4
兴奋地	xing1 fen4 de5
兴奋地喊	xing1 fen4 de5 han3
兴奋地说	xing1 fen4 de5 shuo1
兴如嚼蜡	xing4 ru2 jiao2 la4
兴尽	xing4 jin4
兴致	xing4 zhi4
兴致勃勃	xing4 zhi4 bo2 bo2
兴致淋漓	xing4 zhi4 lin2 li2
兴致索然	xing4 zhi4 suo3 ran2
兴舍	xing1 she4
兴观群怨	xing4 guan1 qun2 yuan4
兴趣	xing4 qu4
兴趣浓地	xing4 qu4 nong2 de5
兴趣盎然	xing4 qu4 ang4 ran2
兴都库什	xing1 du1 ku4 shi2
兴长	xing1 chang2
兴隆地	xing1 long2 de5
兴高彩烈	xing4 gao1 cai3 lie4
兴高采烈	xing4 gao1 cai3 lie4
兵不由将	bing1 bu4 you2 jiang4
兵哗	bing1 hua2
兵多将广	bing1 duo1 jiang4 guang3
兵子	bing1 zi3
兵差	bing1 chai1
兵强将勇	bing1 qiang2 jiang4 yong3
兵微将寡	bing1 wei1 jiang4 gua3
兵来将挡	bing1 lai2 jiang4 dang3
兵来将敌	bing1 lai2 jiang4 di2
兵来将迎	bing1 lai2 jiang4 ying2
兵油子	bing1 you2 zi3
兵舍	bing1 she4
兵长	bing1 chang2
其义自见	qi2 yi4 zi4 xian4
其后地	qi2 hou4 de5
其实难符	qi2 shi2 nan2 fu4
其应如响	qi2 ying4 ru2 xiang3
其应若响	qi2 ying4 ruo4 xiang3
其次地	qi2 ci4 de5
具体地	ju4 ti3 de5
具体地说	ju4 ti3 de5 shuo1
具供	ju4 gong4
具折	ju4 she2
具理解地	ju4 li3 jie3 de5
具自陈道	ju5 zhi5 cheng5 dao5
具载	ju4 zai3
具食与乐	ju5 shi5 yu5 le5
典乐	dian3 yue4
典切	dian3 qie1
典型地	dian3 xing2 de5
典妻鬻子	dian3 qi1 yu4 zi3
典子	dian3 zi3
典当	dian3 dang4
兹沃勒	zi1 wo4 le4
养分	yang3 fen4
养女子	yang3 nv3 zi3
养子	yang3 zi3
养子防老	yang3 zi3 fang2 lao3
养尊处优	yang3 zun1 chu3 you1
养活	yang3 huo5
养痾	yang3 ke1
养精畜锐	yang3 jing1 xu4 rui4
养虎为患	yang3 hu3 wei2 huan4
养虺成蛇	yang3 hui3 cheng2 she2
养长	yang3 chang2
养鹰飏去	yang3 ying1 zou3 qu4
兼仆	jian1 pu2
兼任地	jian1 ren4 de5
兼容地	jian1 rong2 de5
兼差	jian1 chai1
兼有其地	jian1 you3 qi2 de5
兼舍	jian1 she4
兼裳	jian1 chang2
兽侯	shou4 hou4
兽子	shou4 zi3
兽性地	shou4 xing4 de5
兽类地	shou4 lei4 de5
兽脊	shou4 ji3
兽迒鸟迹	shou4 han4 niao3 ji4
内乐府	nei4 yue4 fu3
内传	nei4 zhuan4
内供奉	nei4 gong4 feng4
内入行长	nei4 ru4 hang2 zhang3
内内	nei4 nei5
内冓	nei4 gou1
内切	nei4 qie1
内切圆	nei4 qie1 yuan2
内切球	nei4 qie1 qiu2
内向地	nei4 xiang4 de5
内哄	nei4 hong4
内子	nei4 zi3
内官子	nei4 guan1 zi3
内宰相	nei4 zai3 xiang4
内应	nei4 ying4
内比都	nei4 bi3 du1
内疚地	nei4 jiu4 de5
内省	nei4 xing3
内省不疚	nei4 xing3 bu4 jiu4
内省地	nei4 xing3 de5
内省性	nei4 xing3 xing4
内等子	nei4 deng3 zi3
内线消息	nei4 xian4 xiao1 xi5
内聚性地	nei4 ju4 xing4 de5
内舍	nei4 she4
内蒙	nei4 meng3
内蒙古	nei4 meng3 gu3
内行	nei4 hang2
内行厂	nei4 hang2 chang3
内行地	nei4 hang2 de5
内部地	nei4 bu4 de5
内金	na4 jin1
内黄侯	nei4 huang2 hou4
冈子	gang1 zi3
冈脊	gang1 ji3
再一次	zai4 yi2 ci4
再一次地	zai4 yi2 ci4 de5
再三地	zai4 san1 de5
再创地量	zai4 chuang4 de5 liang4
再发见	zai4 fa1 xian4
再处	zai4 chu3
再处理	zai4 chu3 li3
再往前地	zai4 wang3 qian2 de5
再拜稽首	zai4 bai4 qi3 shou3
再生地	zai4 sheng1 de5
再用力地	zai4 yong4 li4 de5
冒充地	mao4 chong1 de5
冒处	mao4 chu3
冒失地	mao4 shi1 de5
冒子	mao4 zi3
冒愬	mao4 shuo4
冒昧地	mao4 mei4 de5
冒没	mao4 mo4
冒渎地	mao4 du2 de5
冒耏	mao4 er2
冒险地	mao4 xian3 de5
冒顿	mo4 du2
冒风险地	mao4 feng1 xian3 de5
冗散	rong3 san3
冗赘地	rong3 zhui4 de5
冗长	rong3 chang2
冗长地	rong3 chang2 de5
冗长度	rong3 chang2 du4
冗长辩论	rong3 chang2 bian4 lun4
冗阘	rong3 ta4
冗馀地	rong3 yu2 de5
冘疑	you2 yi2
冘豫	you2 yu4
写似	xie3 si4
写载	xie3 zai3
军乐	jun1 yue4
军乐团	jun1 yue4 tuan2
军乐队	jun1 yue4 dui4
军事力量	jun1 shi4 li4 liang5
军哗	jun1 hua2
军团杆菌	jun1 tuan2 gan3 jun1
军帖	jun1 tie3
军政要地	jun1 zheng4 yao4 de5
军来将敌	jun1 lai2 jiang4 di2
军鞞	jun1 bi3
农大夫	nong2 dai4 fu1
农子	nong2 zi3
农家子	nong2 jia1 zi3
农桐间作	nong2 tong2 jian4 zuo4
农氓	nong2 meng2
农活儿	nong2 huo2 er5
农舍	nong2 she4
农行	nong2 hang2
冠以	guan4 yi3
冠伦	guan4 lun2
冠军	guan4 jun1
冠军赛	guan4 jun1 sai4
冠士	guan4 shi4
冠子	guan4 zi5
冠屦倒施	guan4 ju4 dao3 shi1
冠山戴粒	guan4 shan1 dai4 li4
冠岁	guan4 sui4
冠巾	guan4 jin1
冠带	guan4 dai4
冠序	guan4 xu4
冠族	guan4 zu2
冠狗	guan4 gou3
冠盖相属	guan1 gai4 xiang1 zhu3
冠礼	guan4 li3
冠篇	guan4 pian1
冠絻	guan1 wen4
冠绝	guan4 jue2
冠绝一时	guan4 jue2 yi1 shi2
冠裳	guan1 chang2
冠词	guan4 ci2
冠部	guan4 bu4
冠首	guan4 shou3
冢子	zhong3 zi3
冢舍	zhong3 she4
冤家对头	yuan1 jia5 dui4 tou2
冤家路狭	yuan1 jia5 lu4 xia2
冤曲	yuan1 qu3
冤枉	yuan1 wang5
冤枉地	yuan1 wang3 de5
冤枉路	yuan1 wang5 lu4
冤枉钱	yuan1 wang5 qian2
冥供	ming2 gong4
冥子里	ming2 zi3 li3
冥应	ming2 ying4
冥想地	ming2 xiang3 de5
冥行擿埴	ming2 xing2 zhi4 zhi2
冥镪	ming2 qiang3
冥闇	ming2 an1
冥顽不化	ming2 wan2 bu2 hua4
冬冬地敲	dong1 dong1 de5 qiao1
冬种	dong1 zhong4
冬窝子	dong1 wo1 zi3
冬裘夏葛	dong1 qiu2 xia4 ge3
冯子	feng2 zi3
冯子无鱼	feng2 zi3 wu2 yu2
冯子材	feng2 zi3 cai2
冯应	feng2 ying4
冯河	ping2 he2
冯生	ping2 sheng1
冯藉	feng2 jie4
冯长乐	feng2 chang2 le4
冰似地	bing1 shi4 de5
冰冷地	bing1 leng3 de5
冰冻般地	bing1 dong4 ban1 de5
冰天雪窑	bing1 tian1 xue3 jiao4
冰山易倒	bing1 shan1 yi4 dao3
冰排子	bing1 pai3 zi3
冰斗	bing1 dou3
冰核儿	bing1 hu2 er2
冰流子	bing1 liu2 zi3
冰瀑	bing1 bao4
冰爪	bing1 zhua3
冰糖葫芦	bing1 tang2 hu2 lu5
冰解的破	bing1 jie3 di4 po4
冰钻	bing1 zuan4
冰雪聪明	bing1 xue3 cong1 ming5
冲冠发怒	chong1 guan4 fa1 nu4
冲冠怒发	chong1 guan4 nu4 fa4
冲冠眦裂	chong1 guan4 zi4 lie4
冲击钻	chong1 ji1 zuan4
冲动地	chong1 dong4 de5
冲劲	chong4 jin4
冲劲儿	chong4 jin4 er5
冲压	chong4 ya1
冲子	chong4 zi5
冲孔	chong4 kong3
冲床	chong4 chuang2
冲模	chong4 mu2
冲殻子	chong1 ke2 zi3
冲泊	chong1 bo2
冲盹儿	chong4 dun3 er5
冲积地	chong1 ji1 de5
冲调	chong1 tiao2
冲闇	chong1 an1
冲驼子	chong1 tuo2 zi3
决定地	jue2 deng5 de5
决定性地	jue2 deng5 xing4 de5
决明子	jue2 ming2 zi3
决然地	jue2 ran2 de5
决筴	jue2 jia1
决舍	jue2 she4
冶葛	ye3 ge3
冶长	ye3 chang2
冷不丁地	leng3 bu4 ding1 de5
冷不防地	leng3 bu4 fang2 de5
冷冰冰地	leng3 bing1 bing1 de5
冷冷地	leng3 leng3 de5
冷冷地说	leng3 leng3 de5 shuo1
冷嗦嗦	leng3 suo1 suo1
冷处理	leng3 chu3 li3
冷子	leng3 zi3
冷峻地	leng3 jun4 de5
冷淡地	leng3 dan4 de5
冷漠地	leng3 mo4 de5
冷知识	leng3 zhi1 shi5
冷笑地	leng3 xiao4 de5
